n,scenario,run_id,method,noise_sigma,pearson_r,fdr,sca
3,Balanced,44,Shapley (noisy),20.0,0.000000,,0.899460
3,Balanced,45,Equal,,0.000000,,0.789327
3,Balanced,45,Peer,8.0,0.897597,,0.988807
3,Balanced,45,Instructor,12.0,0.899224,,0.913000
3,Balanced,45,CATME,5.0,0.984451,,0.966956
3,Balanced,45,Shapley (clean),0.0,0.973010,,0.926480
3,Balanced,45,Shapley (noisy),4.0,0.000000,,0.789327
3,Balanced,45,Shapley (noisy),8.0,0.000000,,0.789327
3,Balanced,45,Shapley (noisy),12.0,-0.856894,,0.544007
3,Balanced,45,Shapley (noisy),16.0,-0.874877,,0.877340
3,Balanced,45,Shapley (noisy),20.0,0.000000,,0.789327
3,Balanced,46,Equal,,0.000000,,0.853441
3,Balanced,46,Peer,8.0,0.988354,,0.956677
3,Balanced,46,Instructor,12.0,0.926409,,0.941422
3,Balanced,46,CATME,5.0,0.978843,,0.982100
3,Balanced,46,Shapley (clean),0.0,0.996317,,0.929228
3,Balanced,46,Shapley (noisy),4.0,0.921824,,0.751115
3,Balanced,46,Shapley (noisy),8.0,0.423903,,0.479893
3,Balanced,46,Shapley (noisy),12.0,0.572414,,0.479893
3,Balanced,46,Shapley (noisy),16.0,0.000000,,0.853441
3,Balanced,46,Shapley (noisy),20.0,-0.996317,,0.479893
3,Balanced,47,Equal,,0.000000,,0.977839
3,Balanced,47,Peer,8.0,-0.120547,,0.941210
3,Balanced,47,Instructor,12.0,-0.626298,,0.953597
3,Balanced,47,CATME,5.0,0.864142,,0.975862
3,Balanced,47,Shapley (clean),0.0,0.995607,,0.980886
3,Balanced,47,Shapley (noisy),4.0,0.000000,,0.977839
3,Balanced,47,Shapley (noisy),8.0,0.000000,,0.977839
3,Balanced,47,Shapley (noisy),12.0,0.158450,,0.355494
3,Balanced,47,Shapley (noisy),16.0,-0.158450,,0.927964
3,Balanced,47,Shapley (noisy),20.0,0.000000,,0.977839
3,Balanced,48,Equal,,0.000000,,0.841517
3,Balanced,48,Peer,8.0,0.999941,,0.988977
3,Balanced,48,Instructor,12.0,0.831789,,0.943758
3,Balanced,48,CATME,5.0,0.927871,,0.965271
3,Balanced,48,Shapley (clean),0.0,0.986393,,0.941862
3,Balanced,48,Shapley (noisy),4.0,0.000000,,0.841517
3,Balanced,48,Shapley (noisy),8.0,0.000000,,0.841517
3,Balanced,48,Shapley (noisy),12.0,0.843623,,0.825149
3,Balanced,48,Shapley (noisy),16.0,-0.043189,,0.491816
3,Balanced,48,Shapley (noisy),20.0,0.000000,,0.841517
3,Balanced,49,Equal,,0.000000,,0.947482
3,Balanced,49,Peer,8.0,0.450138,,0.987914
3,Balanced,49,Instructor,12.0,0.732077,,0.955792
3,Balanced,49,CATME,5.0,0.446014,,0.980319
3,Balanced,49,Shapley (clean),0.0,0.995785,,0.953278
3,Balanced,49,Shapley (noisy),4.0,0.014439,,0.385852
3,Balanced,49,Shapley (noisy),8.0,0.000000,,0.947482
3,Balanced,49,Shapley (noisy),12.0,0.873155,,0.719185
3,Balanced,49,Shapley (noisy),16.0,0.014439,,0.385852
3,Balanced,49,Shapley (noisy),20.0,-0.873155,,0.385852
3,Balanced,50,Equal,,0.000000,0.000000,0.798233
3,Balanced,50,Peer,8.0,0.994466,1.000000,0.944610
3,Balanced,50,Instructor,12.0,0.848849,1.000000,0.938686
3,Balanced,50,CATME,5.0,0.939375,1.000000,0.944938
3,Balanced,50,Shapley (clean),0.0,0.981156,1.000000,0.935151
3,Balanced,50,Shapley (noisy),4.0,0.000000,0.000000,0.798233
3,Balanced,50,Shapley (noisy),8.0,0.933044,0.000000,0.535100
3,Balanced,50,Shapley (noisy),12.0,-0.778085,0.000000,0.535100
3,Balanced,50,Shapley (noisy),16.0,-0.778085,0.000000,0.535100
3,Balanced,50,Shapley (noisy),20.0,-0.933044,0.000000,0.868433
3,Balanced,51,Equal,,0.000000,,0.809245
3,Balanced,51,Peer,8.0,0.978319,,0.966415
3,Balanced,51,Instructor,12.0,0.980688,,0.925665
3,Balanced,51,CATME,5.0,0.974050,,0.950239
3,Balanced,51,Shapley (clean),0.0,0.983090,,0.938091
3,Balanced,51,Shapley (noisy),4.0,0.931788,,0.524089
3,Balanced,51,Shapley (noisy),8.0,0.780264,,0.857422
3,Balanced,51,Shapley (noisy),12.0,-0.780264,,0.524089
3,Balanced,51,Shapley (noisy),16.0,0.000000,,0.809245
3,Balanced,51,Shapley (noisy),20.0,0.000000,,0.809245
3,Balanced,52,Equal,,0.000000,,0.835742
3,Balanced,52,Peer,8.0,0.999519,,0.973963
3,Balanced,52,Instructor,12.0,0.895694,,0.995442
3,Balanced,52,CATME,5.0,0.908168,,0.987798
3,Balanced,52,Shapley (clean),0.0,0.985382,,0.941187
3,Balanced,52,Shapley (noisy),4.0,0.000000,,0.835742
3,Balanced,52,Shapley (noisy),8.0,-0.834633,,0.497591
3,Balanced,52,Shapley (noisy),12.0,-0.059697,,0.497591
3,Balanced,52,Shapley (noisy),16.0,-0.834633,,0.497591
3,Balanced,52,Shapley (noisy),20.0,0.000000,,0.835742
3,Balanced,53,Equal,,0.000000,,0.888432
3,Balanced,53,Peer,8.0,0.886922,,0.983096
3,Balanced,53,Instructor,12.0,0.990135,,0.998500
3,Balanced,53,CATME,5.0,0.991657,,0.986378
3,Balanced,53,Shapley (clean),0.0,0.999966,,0.958677
3,Balanced,53,Shapley (noisy),4.0,0.000000,,0.888432
3,Balanced,53,Shapley (noisy),8.0,-0.999640,,0.778234
3,Balanced,53,Shapley (noisy),12.0,0.999640,,0.444901
3,Balanced,53,Shapley (noisy),16.0,0.476592,,0.778234
3,Balanced,53,Shapley (noisy),20.0,0.523048,,0.778234
3,Balanced,54,Equal,,0.000000,,0.833873
3,Balanced,54,Peer,8.0,0.857035,,0.898385
3,Balanced,54,Instructor,12.0,0.953001,,0.949648
3,Balanced,54,CATME,5.0,0.997329,,0.982378
3,Balanced,54,Shapley (clean),0.0,0.989601,,0.945147
3,Balanced,54,Shapley (noisy),4.0,-0.749985,,0.499460
3,Balanced,54,Shapley (noisy),8.0,0.197845,,0.832793
3,Balanced,54,Shapley (noisy),12.0,0.000000,,0.833873
3,Balanced,54,Shapley (noisy),16.0,0.197845,,0.832793
3,Balanced,54,Shapley (noisy),20.0,0.749985,,0.832793
3,Balanced,55,Equal,,0.000000,,0.830458
3,Balanced,55,Peer,8.0,0.987738,,0.971258
3,Balanced,55,Instructor,12.0,0.983685,,0.863243
3,Balanced,55,CATME,5.0,0.998548,,0.993732
3,Balanced,55,Shapley (clean),0.0,0.987050,,0.927084
3,Balanced,55,Shapley (noisy),4.0,0.336045,,0.502875
3,Balanced,55,Shapley (noisy),8.0,0.336045,,0.502875
3,Balanced,55,Shapley (noisy),12.0,0.336045,,0.502875
3,Balanced,55,Shapley (noisy),16.0,0.000000,,0.830458
3,Balanced,55,Shapley (noisy),20.0,0.000000,,0.830458
3,Balanced,56,Equal,,0.000000,,0.745958
3,Balanced,56,Peer,8.0,0.873933,,0.986329
3,Balanced,56,Instructor,12.0,0.972883,,0.954324
3,Balanced,56,CATME,5.0,0.997625,,0.899589
3,Balanced,56,Shapley (clean),0.0,0.964145,,0.908723
3,Balanced,56,Shapley (noisy),4.0,0.895106,,0.587375
3,Balanced,56,Shapley (noisy),8.0,-0.833674,,0.587375
3,Balanced,56,Shapley (noisy),12.0,0.895106,,0.587375
3,Balanced,56,Shapley (noisy),16.0,0.833674,,0.920708
3,Balanced,56,Shapley (noisy),20.0,0.895106,,0.587375
3,Balanced,57,Equal,,0.000000,,0.876970
3,Balanced,57,Peer,8.0,0.991836,,0.968790
3,Balanced,57,Instructor,12.0,0.991232,,0.982105
3,Balanced,57,CATME,5.0,0.980397,,0.995138
3,Balanced,57,Shapley (clean),0.0,0.999313,,0.956254
3,Balanced,57,Shapley (noisy),4.0,0.589299,,0.789697
3,Balanced,57,Shapley (noisy),8.0,-0.994324,,0.789697
3,Balanced,57,Shapley (noisy),12.0,0.405025,,0.932080
3,Balanced,57,Shapley (noisy),16.0,0.000000,,0.876970
3,Balanced,57,Shapley (noisy),20.0,0.994324,,0.456364
3,Balanced,58,Equal,,0.000000,,0.933326
3,Balanced,58,Peer,8.0,0.999981,,0.996008
3,Balanced,58,Instructor,12.0,0.747765,,0.925268
3,Balanced,58,CATME,5.0,0.967500,,0.989652
3,Balanced,58,Shapley (clean),0.0,0.999999,,0.955180
3,Balanced,58,Shapley (noisy),4.0,-0.991730,,0.733340
3,Balanced,58,Shapley (noisy),8.0,0.607013,,0.733340
3,Balanced,58,Shapley (noisy),12.0,0.607013,,0.733340
3,Balanced,58,Shapley (noisy),16.0,0.384717,,0.733340
3,Balanced,58,Shapley (noisy),20.0,-0.991730,,0.733340
3,Balanced,59,Equal,,0.000000,,0.793269
3,Balanced,59,Peer,8.0,0.787671,,0.942676
3,Balanced,59,Instructor,12.0,0.862987,,0.871734
3,Balanced,59,CATME,5.0,0.938419,,0.995476
3,Balanced,59,Shapley (clean),0.0,0.980796,,0.934044
3,Balanced,59,Shapley (noisy),4.0,-0.164595,,0.540064
3,Balanced,59,Shapley (noisy),8.0,-0.771916,,0.540064
3,Balanced,59,Shapley (noisy),12.0,0.000000,,0.793269
3,Balanced,59,Shapley (noisy),16.0,-0.936511,,0.931063
3,Balanced,59,Shapley (noisy),20.0,0.771916,,0.873398
3,Balanced,60,Equal,,0.000000,,0.850303
3,Balanced,60,Peer,8.0,0.466503,,0.982796
3,Balanced,60,Instructor,12.0,0.851236,,0.931435
3,Balanced,60,CATME,5.0,0.969507,,0.971021
3,Balanced,60,Shapley (clean),0.0,0.991413,,0.947100
3,Balanced,60,Shapley (noisy),4.0,0.000000,,0.850303
3,Balanced,60,Shapley (noisy),8.0,0.000000,,0.850303
3,Balanced,60,Shapley (noisy),12.0,0.000000,,0.850303
3,Balanced,60,Shapley (noisy),16.0,0.000000,,0.850303
3,Balanced,60,Shapley (noisy),20.0,0.000000,,0.850303
3,Balanced,61,Equal,,0.000000,,0.899955
3,Balanced,61,Peer,8.0,0.908291,,0.989301
3,Balanced,61,Instructor,12.0,0.982562,,0.940191
3,Balanced,61,CATME,5.0,0.978183,,0.951535
3,Balanced,61,Shapley (clean),0.0,0.998294,,0.949497
3,Balanced,61,Shapley (noisy),4.0,0.997737,,0.770700
3,Balanced,61,Shapley (noisy),8.0,-0.972781,,0.720578
3,Balanced,61,Shapley (noisy),12.0,-0.054442,,0.433379
3,Balanced,61,Shapley (noisy),16.0,0.891962,,0.433379
3,Balanced,61,Shapley (noisy),20.0,-0.891962,,0.766712
3,Balanced,62,Equal,,0.000000,0.000000,0.778993
3,Balanced,62,Peer,8.0,0.960958,1.000000,0.925924
3,Balanced,62,Instructor,12.0,-0.710801,0.000000,0.830863
3,Balanced,62,CATME,5.0,0.999717,1.000000,0.986809
3,Balanced,62,Shapley (clean),0.0,0.990950,1.000000,0.887674
3,Balanced,62,Shapley (noisy),4.0,0.990950,1.000000,0.887674
3,Balanced,62,Shapley (noisy),8.0,0.379228,0.000000,0.554341
3,Balanced,62,Shapley (noisy),12.0,-0.990950,0.000000,0.554341
3,Balanced,62,Shapley (noisy),16.0,0.080266,0.000000,0.790082
3,Balanced,62,Shapley (noisy),20.0,0.611722,0.000000,0.554341
3,Balanced,63,Equal,,0.000000,,0.958651
3,Balanced,63,Peer,8.0,0.899999,,0.977198
3,Balanced,63,Instructor,12.0,0.017731,,0.949958
3,Balanced,63,CATME,5.0,-0.019452,,0.993735
3,Balanced,63,Shapley (clean),0.0,0.997470,,0.957468
3,Balanced,63,Shapley (noisy),4.0,-0.918124,,0.689000
3,Balanced,63,Shapley (noisy),8.0,0.212965,,0.708015
3,Balanced,63,Shapley (noisy),12.0,0.212965,,0.708015
3,Balanced,63,Shapley (noisy),16.0,0.212965,,0.708015
3,Balanced,63,Shapley (noisy),20.0,0.952641,,0.374682
3,Balanced,64,Equal,,0.000000,,0.857139
3,Balanced,64,Peer,8.0,0.999687,,0.979756
3,Balanced,64,Instructor,12.0,0.890936,,0.949738
3,Balanced,64,CATME,5.0,0.983128,,0.959039
3,Balanced,64,Shapley (clean),0.0,0.999956,,0.958058
3,Balanced,64,Shapley (noisy),4.0,0.000000,,0.857139
3,Balanced,64,Shapley (noisy),8.0,0.999794,,0.476194
3,Balanced,64,Shapley (noisy),12.0,-0.517485,,0.476194
3,Balanced,64,Shapley (noisy),16.0,0.000000,,0.857139
3,Balanced,64,Shapley (noisy),20.0,0.517485,,0.809527
3,Balanced,65,Equal,,0.000000,,0.864915
3,Balanced,65,Peer,8.0,0.970923,,0.988541
3,Balanced,65,Instructor,12.0,-0.250912,,0.999893
3,Balanced,65,CATME,5.0,0.974909,,0.984571
3,Balanced,65,Shapley (clean),0.0,0.994498,,0.949854
3,Balanced,65,Shapley (noisy),4.0,0.207706,,0.801751
3,Balanced,65,Shapley (noisy),8.0,-0.950992,,0.801751
3,Balanced,65,Shapley (noisy),12.0,0.000000,,0.864915
3,Balanced,65,Shapley (noisy),16.0,0.207706,,0.801751
3,Balanced,65,Shapley (noisy),20.0,0.000000,,0.864915
3,Balanced,66,Equal,,0.000000,,0.878097
3,Balanced,66,Peer,8.0,0.974285,,0.971837
3,Balanced,66,Instructor,12.0,0.996402,,0.963012
3,Balanced,66,CATME,5.0,0.999894,,0.987818
3,Balanced,66,Shapley (clean),0.0,0.999556,,0.934342
3,Balanced,66,Shapley (noisy),4.0,-0.525578,,0.788569
3,Balanced,66,Shapley (noisy),8.0,0.525578,,0.455236
3,Balanced,66,Shapley (noisy),12.0,-0.473978,,0.788569
3,Balanced,66,Shapley (noisy),16.0,0.000000,,0.878097
3,Balanced,66,Shapley (noisy),20.0,-0.473978,,0.788569
3,Balanced,67,Equal,,0.000000,,0.716776
3,Balanced,67,Peer,8.0,0.886877,,0.992049
3,Balanced,67,Instructor,12.0,0.981769,,0.878149
3,Balanced,67,CATME,5.0,0.981356,,0.901459
3,Balanced,67,Shapley (clean),0.0,0.959376,,0.892491
3,Balanced,67,Shapley (noisy),4.0,0.909700,,0.616558
3,Balanced,67,Shapley (noisy),8.0,-0.095220,,0.616558
3,Balanced,67,Shapley (noisy),12.0,-0.909700,,0.949891
3,Balanced,67,Shapley (noisy),16.0,-0.909700,,0.949891
3,Balanced,67,Shapley (noisy),20.0,0.909700,,0.616558
3,Balanced,68,Equal,,0.000000,,0.863953
3,Balanced,68,Peer,8.0,0.967679,,0.949061
3,Balanced,68,Instructor,12.0,0.934824,,0.985627
3,Balanced,68,CATME,5.0,0.944815,,0.953164
3,Balanced,68,Shapley (clean),0.0,0.991483,,0.945497
3,Balanced,68,Shapley (noisy),4.0,0.000000,,0.863953
3,Balanced,68,Shapley (noisy),8.0,0.000000,,0.863953
3,Balanced,68,Shapley (noisy),12.0,0.000000,,0.863953
3,Balanced,68,Shapley (noisy),16.0,-0.884668,,0.802714
3,Balanced,68,Shapley (noisy),20.0,0.846093,,0.802714
3,Balanced,69,Equal,,0.000000,,0.858401
3,Balanced,69,Peer,8.0,0.961020,,0.971225
3,Balanced,69,Instructor,12.0,0.902023,,0.941038
3,Balanced,69,CATME,5.0,0.991301,,0.965122
3,Balanced,69,Shapley (clean),0.0,0.998419,,0.954411
3,Balanced,69,Shapley (noisy),4.0,0.609401,,0.978329
3,Balanced,69,Shapley (noisy),8.0,0.000000,,0.858401
3,Balanced,69,Shapley (noisy),12.0,0.000000,,0.858401
3,Balanced,69,Shapley (noisy),16.0,-0.609401,,0.474933
3,Balanced,69,Shapley (noisy),20.0,0.381938,,0.808266
3,Balanced,70,Equal,,0.000000,,0.894227
3,Balanced,70,Peer,8.0,0.954964,,0.994512
3,Balanced,70,Instructor,12.0,0.806668,,0.981739
3,Balanced,70,CATME,5.0,0.999929,,0.975199
3,Balanced,70,Shapley (clean),0.0,0.997565,,0.947223
3,Balanced,70,Shapley (noisy),4.0,0.046732,,0.439106
3,Balanced,70,Shapley (noisy),8.0,-0.841713,,0.772440
3,Balanced,70,Shapley (noisy),12.0,0.046732,,0.439106
3,Balanced,70,Shapley (noisy),16.0,-0.046732,,0.772440
3,Balanced,70,Shapley (noisy),20.0,0.046732,,0.439106
3,Balanced,71,Equal,,0.000000,,0.916825
3,Balanced,71,Peer,8.0,0.996864,,0.956176
3,Balanced,71,Instructor,12.0,0.557898,,0.961824
3,Balanced,71,CATME,5.0,0.921878,,0.966372
3,Balanced,71,Shapley (clean),0.0,0.999902,,0.950142
3,Balanced,71,Shapley (noisy),4.0,-0.845459,,0.416508
3,Balanced,71,Shapley (noisy),8.0,0.955263,,0.524657
3,Balanced,71,Shapley (noisy),12.0,0.000000,,0.916825
3,Balanced,71,Shapley (noisy),16.0,-0.845459,,0.416508
3,Balanced,71,Shapley (noisy),20.0,0.039763,,0.749842
3,Balanced,72,Equal,,0.000000,,0.939007
3,Balanced,72,Peer,8.0,0.954242,,0.992534
3,Balanced,72,Instructor,12.0,0.883840,,0.946683
3,Balanced,72,CATME,5.0,0.937243,,0.995939
3,Balanced,72,Shapley (clean),0.0,0.999626,,0.952805
3,Balanced,72,Shapley (noisy),4.0,-0.957855,,0.889225
3,Balanced,72,Shapley (noisy),8.0,-0.957855,,0.727660
3,Balanced,72,Shapley (noisy),12.0,0.230159,,0.727660
3,Balanced,72,Shapley (noisy),16.0,0.230159,,0.727660
3,Balanced,72,Shapley (noisy),20.0,0.230159,,0.727660
3,Balanced,73,Equal,,0.000000,0.000000,0.792283
3,Balanced,73,Peer,8.0,0.999691,1.000000,0.913313
3,Balanced,73,Instructor,12.0,0.848330,1.000000,0.943338
3,Balanced,73,CATME,5.0,0.997711,1.000000,0.934622
3,Balanced,73,Shapley (clean),0.0,0.975967,1.000000,0.930133
3,Balanced,73,Shapley (noisy),4.0,0.079233,0.000000,0.874384
3,Balanced,73,Shapley (noisy),8.0,0.902919,0.000000,0.541051
3,Balanced,73,Shapley (noisy),12.0,0.079233,0.000000,0.874384
3,Balanced,73,Shapley (noisy),16.0,0.902919,0.000000,0.541051
3,Balanced,73,Shapley (noisy),20.0,0.823686,1.000000,0.874384
3,Balanced,74,Equal,,0.000000,,0.809036
3,Balanced,74,Peer,8.0,0.544437,,0.989864
3,Balanced,74,Instructor,12.0,0.999994,,0.934459
3,Balanced,74,CATME,5.0,0.851300,,0.948060
3,Balanced,74,Shapley (clean),0.0,0.989125,,0.942076
3,Balanced,74,Shapley (noisy),4.0,-0.709559,,0.524297
3,Balanced,74,Shapley (noisy),8.0,0.000000,,0.809036
3,Balanced,74,Shapley (noisy),12.0,0.965021,,0.524297
3,Balanced,74,Shapley (noisy),16.0,-0.709559,,0.524297
3,Balanced,74,Shapley (noisy),20.0,0.709559,,0.857631
3,Balanced,75,Equal,,0.000000,,0.893246
3,Balanced,75,Peer,8.0,0.768600,,0.963043
3,Balanced,75,Instructor,12.0,0.943094,,0.976548
3,Balanced,75,CATME,5.0,0.911160,,0.986406
3,Balanced,75,Shapley (clean),0.0,0.997434,,0.950129
3,Balanced,75,Shapley (noisy),4.0,0.000000,,0.893246
3,Balanced,75,Shapley (noisy),8.0,0.804193,,0.773421
3,Balanced,75,Shapley (noisy),12.0,0.916834,,0.440087
3,Balanced,75,Shapley (noisy),16.0,0.000000,,0.893246
3,Balanced,75,Shapley (noisy),20.0,-0.916834,,0.773421
3,Balanced,76,Equal,,0.000000,,0.973879
3,Balanced,76,Peer,8.0,0.798968,,0.893682
3,Balanced,76,Instructor,12.0,0.810981,,0.915722
3,Balanced,76,CATME,5.0,0.754502,,0.990331
3,Balanced,76,Shapley (clean),0.0,0.999958,,0.983278
3,Balanced,76,Shapley (noisy),4.0,-0.999735,,0.359455
3,Balanced,76,Shapley (noisy),8.0,-0.479917,,0.692788
3,Balanced,76,Shapley (noisy),12.0,0.000000,,0.973879
3,Balanced,76,Shapley (noisy),16.0,0.000000,,0.973879
3,Balanced,76,Shapley (noisy),20.0,-0.999735,,0.359455
3,Balanced,77,Equal,,0.000000,,0.913834
3,Balanced,77,Peer,8.0,0.995762,,0.991295
3,Balanced,77,Instructor,12.0,0.969189,,0.978925
3,Balanced,77,CATME,5.0,0.995180,,0.997773
3,Balanced,77,Shapley (clean),0.0,0.999644,,0.951522
3,Balanced,77,Shapley (noisy),4.0,0.136865,,0.752832
3,Balanced,77,Shapley (noisy),8.0,0.926308,,0.419499
3,Balanced,77,Shapley (noisy),12.0,0.926308,,0.419499
3,Balanced,77,Shapley (noisy),16.0,0.000000,,0.913834
3,Balanced,77,Shapley (noisy),20.0,0.136865,,0.752832
3,Balanced,78,Equal,,0.000000,,0.905028
3,Balanced,78,Peer,8.0,0.837586,,0.987789
3,Balanced,78,Instructor,12.0,0.951632,,0.910296
3,Balanced,78,CATME,5.0,0.933729,,0.954540
3,Balanced,78,Shapley (clean),0.0,0.999576,,0.945997
3,Balanced,78,Shapley (noisy),4.0,-0.676420,,0.639268
3,Balanced,78,Shapley (noisy),8.0,-0.940371,,0.428305
3,Balanced,78,Shapley (noisy),12.0,-0.175608,,0.761639
3,Balanced,78,Shapley (noisy),16.0,0.940371,,0.761639
3,Balanced,78,Shapley (noisy),20.0,0.175608,,0.428305
3,Balanced,79,Equal,,0.000000,0.000000,0.828907
3,Balanced,79,Peer,8.0,0.983620,1.000000,0.988012
3,Balanced,79,Instructor,12.0,0.993424,1.000000,0.963474
3,Balanced,79,CATME,5.0,0.999590,1.000000,0.992695
3,Balanced,79,Shapley (clean),0.0,0.993424,1.000000,0.920339
3,Balanced,79,Shapley (noisy),4.0,0.993424,1.000000,0.837760
3,Balanced,79,Shapley (noisy),8.0,-0.993424,0.000000,0.504426
3,Balanced,79,Shapley (noisy),12.0,-0.993424,0.000000,0.504426
3,Balanced,79,Shapley (noisy),16.0,0.000000,0.000000,0.828907
3,Balanced,79,Shapley (noisy),20.0,0.000000,0.000000,0.828907
3,Balanced,80,Equal,,0.000000,,0.857916
3,Balanced,80,Peer,8.0,0.999299,,0.929242
3,Balanced,80,Instructor,12.0,0.912001,,0.923289
3,Balanced,80,CATME,5.0,0.995617,,0.989514
3,Balanced,80,Shapley (clean),0.0,0.991829,,0.936488
3,Balanced,80,Shapley (noisy),4.0,0.693259,,0.475417
3,Balanced,80,Shapley (noisy),8.0,0.277505,,0.475417
3,Balanced,80,Shapley (noisy),12.0,-0.277505,,0.808750
3,Balanced,80,Shapley (noisy),16.0,-0.693259,,0.808750
3,Balanced,80,Shapley (noisy),20.0,-0.970764,,0.475417
3,Balanced,81,Equal,,0.000000,,0.766876
3,Balanced,81,Peer,8.0,0.939063,,0.936857
3,Balanced,81,Instructor,12.0,0.948599,,0.933038
3,Balanced,81,CATME,5.0,0.995177,,0.965991
3,Balanced,81,Shapley (clean),0.0,0.967181,,0.916698
3,Balanced,81,Shapley (noisy),4.0,0.860173,,0.937283
3,Balanced,81,Shapley (noisy),8.0,0.871762,,0.566457
3,Balanced,81,Shapley (noisy),12.0,-0.011589,,0.566457
3,Balanced,81,Shapley (noisy),16.0,0.000000,,0.766876
3,Balanced,81,Shapley (noisy),20.0,0.000000,,0.766876
3,Balanced,82,Equal,,0.000000,,0.940370
3,Balanced,82,Peer,8.0,0.997853,,0.964092
3,Balanced,82,Instructor,12.0,0.998697,,0.969031
3,Balanced,82,CATME,5.0,0.983392,,0.969852
3,Balanced,82,Shapley (clean),0.0,0.999989,,0.955471
3,Balanced,82,Shapley (noisy),4.0,0.000000,,0.940370
3,Balanced,82,Shapley (noisy),8.0,-0.997072,,0.726297
3,Balanced,82,Shapley (noisy),12.0,-0.997072,,0.726297
3,Balanced,82,Shapley (noisy),16.0,0.997072,,0.392964
3,Balanced,82,Shapley (noisy),20.0,0.000000,,0.940370
3,Balanced,83,Equal,,0.000000,,0.850428
3,Balanced,83,Peer,8.0,0.999848,,0.988588
3,Balanced,83,Instructor,12.0,0.738758,,0.878107
3,Balanced,83,CATME,5.0,0.982029,,0.942841
3,Balanced,83,Shapley (clean),0.0,0.988408,,0.937435
3,Balanced,83,Shapley (noisy),4.0,0.942717,,0.846531
3,Balanced,83,Shapley (noisy),8.0,0.000000,,0.850428
3,Balanced,83,Shapley (noisy),12.0,0.760258,,0.482905
3,Balanced,83,Shapley (noisy),16.0,0.182459,,0.482905
3,Balanced,83,Shapley (noisy),20.0,0.942717,,0.816239
3,Balanced,84,Equal,,0.000000,,0.836980
3,Balanced,84,Peer,8.0,0.997031,,0.971651
3,Balanced,84,Instructor,12.0,0.862483,,0.898513
3,Balanced,84,CATME,5.0,0.983680,,0.975765
3,Balanced,84,Shapley (clean),0.0,0.986538,,0.931588
3,Balanced,84,Shapley (noisy),4.0,0.264557,,0.496353
3,Balanced,84,Shapley (noisy),8.0,0.000000,,0.836980
3,Balanced,84,Shapley (noisy),12.0,-0.967447,,0.496353
3,Balanced,84,Shapley (noisy),16.0,0.000000,,0.836980
3,Balanced,84,Shapley (noisy),20.0,0.967447,,0.829687
3,Balanced,85,Equal,,0.000000,,0.894454
3,Balanced,85,Peer,8.0,0.850255,,0.905732
3,Balanced,85,Instructor,12.0,0.984398,,0.988748
3,Balanced,85,CATME,5.0,0.957038,,0.999510
3,Balanced,85,Shapley (clean),0.0,0.997823,,0.951225
3,Balanced,85,Shapley (noisy),4.0,0.771781,,0.772213
3,Balanced,85,Shapley (noisy),8.0,0.000000,,0.894454
3,Balanced,85,Shapley (noisy),12.0,0.164804,,0.772213
3,Balanced,85,Shapley (noisy),16.0,0.164804,,0.772213
3,Balanced,85,Shapley (noisy),20.0,0.000000,,0.894454
3,Balanced,86,Equal,,0.000000,0.000000,0.617117
3,Balanced,86,Peer,8.0,0.968313,0.500000,0.978915
3,Balanced,86,Instructor,12.0,0.997344,0.500000,0.774356
3,Balanced,86,CATME,5.0,0.987815,0.500000,0.963865
3,Balanced,86,Shapley (clean),0.0,0.985374,0.500000,0.893714
3,Balanced,86,Shapley (noisy),4.0,0.980989,0.000000,0.716217
3,Balanced,86,Shapley (noisy),8.0,0.980989,0.000000,0.716217
3,Balanced,86,Shapley (noisy),12.0,-0.980989,0.000000,0.950450
3,Balanced,86,Shapley (noisy),16.0,0.322433,0.500000,0.950450
3,Balanced,86,Shapley (noisy),20.0,-0.322433,0.000000,0.716217
3,Balanced,87,Equal,,0.000000,,0.827676
3,Balanced,87,Peer,8.0,0.495638,,0.918966
3,Balanced,87,Instructor,12.0,0.994485,,0.996612
3,Balanced,87,CATME,5.0,0.981058,,0.944841
3,Balanced,87,Shapley (clean),0.0,0.994987,,0.948672
3,Balanced,87,Shapley (noisy),4.0,-0.982129,,0.888635
3,Balanced,87,Shapley (noisy),8.0,-0.328069,,0.505658
3,Balanced,87,Shapley (noisy),12.0,0.000000,,0.827676
